Country Name,Country Code,Indicator Name,Indicator Code,G,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Africa Eastern and Southern,AFE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1,19.04015916,22.18749119,23.4887719,24.59448147,25.28100331,26.47083925,25.51331946,25.60822237,25.52322614,26.37102444,27.76178961,28.2029469,26.03245749,26.09707568,27.95769869,29.91305561,32.30962483,35.86608396,27.26794001,29.47699957,31.00182702,29.37124037,28.78138115,27.96263349,23.30569686,21.96504174,22.21064353,25.13159958,23.79932672,21.96387062,25.85078373
Africa Eastern and Southern,AFE,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1,,,,18.24477674,18.22471736,18.53572541,17.68706981,18.72622639,17.04352897,17.69200151,17.58304217,16.66691606,17.332271,18.08843728,18.62009913,19.38288057,20.97085148,23.02644521,23.25115082,21.08315575,21.4636747,21.42070303,21.89536757,22.38979156,21.81077958,20.58960404,20.5962921,20.34702686,21.09980869,20.52912333,19.98559669
Africa Eastern and Southern,AFE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1,,,,19.6721522,19.67775561,19.25332532,17.89117945,19.01512977,17.96474292,18.4060445,17.75255381,17.02136904,18.03001057,19.46637765,19.21746125,20.25329048,21.32764489,23.54505937,23.32553508,21.46733046,22.34656715,22.10250477,22.61272183,22.89655699,22.8338811,20.42074559,20.71425648,20.63782595,21.29444494,20.11512186,19.91499455
Africa Eastern and Southern,AFE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1,19.98874446,21.78067006,22.01081587,24.98529441,26.95316347,27.67739598,27.25449792,28.1926795,26.25341899,26.60246498,27.304948,27.84881036,26.63390754,27.39680397,28.59573025,29.97662436,32.35427682,36.69807417,31.92932643,30.2553706,32.08478991,32.60945995,33.49864183,32.10864838,30.09440589,27.11193448,26.25577771,28.32600454,26.60174281,24.04866085,26.1811576
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,1,2.75622E+11,2.40211E+11,2.38353E+11,2.41158E+11,2.70814E+11,2.68993E+11,2.84065E+11,2.67287E+11,2.63674E+11,2.85404E+11,2.60219E+11,2.67142E+11,3.54907E+11,4.4136E+11,5.14927E+11,5.78633E+11,6.64099E+11,7.118E+11,7.23513E+11,8.67041E+11,9.71668E+11,9.79997E+11,9.86343E+11,1.00699E+12,9.32513E+11,8.90051E+11,1.02839E+12,1.01252E+12,1.00619E+12,9.2888E+11,1.08653E+12
Africa Eastern and Southern,AFE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1,0.139527425,-2.000775991,-0.420215528,1.982765385,4.353770627,5.462321357,4.443446939,1.852617931,2.653553746,3.34857352,3.636553193,3.928835727,3.106138743,5.525630903,6.13157864,6.57581608,6.598625271,4.329092325,0.660371254,5.157236643,3.701852914,0.881674422,4.216607499,4.007576949,2.965062327,2.219014608,2.57194148,2.491354696,2.040616966,-2.799038075,4.300440828
Africa Eastern and Southern,AFE,GDP per capita (current US$),NY.GDP.PCAP.CD,1,865.2555046,734.7382925,710.1764209,700.1892364,766.165631,741.0562631,762.8943484,700.2246959,673.5209935,710.665706,631.5956953,631.9282817,818.1219214,991.192169,1126.375948,1232.423412,1376.638778,1435.808451,1420.293773,1656.366272,1806.768778,1773.651568,1736.849038,1725.332959,1554.167299,1444.003514,1625.286236,1558.307482,1507.982881,1355.805923,1545.613215
Africa Eastern and Southern,AFE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1,1299.832864,1241.138477,1203.91658,1196.441205,1216.570892,1249.376961,1272.068119,1263.853149,1265.01018,1274.443713,1287.445213,1304.035848,1310.241964,1347.01303,1392.47933,1444.994917,1499.161128,1521.966408,1490.930781,1525.742707,1540.053935,1512.192013,1533.325592,1551.714858,1554.167299,1546.464495,1545.203136,1542.238527,1532.46891,1450.721534,1474.657674
Africa Eastern and Southern,AFE,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1,-2.580815961,-4.515533446,-2.999012394,-0.620921303,1.68246348,2.696601515,1.816197934,-0.645796457,0.091547946,0.745727809,1.020170577,1.288647832,0.475916097,2.806433201,3.375342273,3.771372812,3.748539947,1.521202682,-2.039179452,2.334912275,0.937984324,-1.809152315,1.397545996,1.199306031,0.158047101,-0.495622553,-0.081564046,-0.191858853,-0.633469889,-5.334357887,1.649947227
Africa Eastern and Southern,AFE,Gross savings (% of GDP),NY.GNS.ICTR.ZS,1,13.53050184,13.99914366,16.92080985,16.1021773,,,,,,,,20.65266215,20.77834902,22.47084521,23.38723222,24.2579013,24.0582904,22.54076507,18.58936313,21.04278963,21.30554385,18.38258424,17.78286481,18.00364667,16.75392131,17.65075898,17.6957454,17.5681383,18.81018542,18.90021784,20.59049216
Africa Eastern and Southern,AFE,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1,,,,,,,,,3.93975997,3.606129885,4.341670036,,,3.74496007,4.00578022,3.871469975,,4.28008008,,4.496590137,4.639014482,4.931210041,4.689917088,4.717299938,4.743500233,4.691999912,4.820445061,4.739749908,4.541950226,4.35243988,4.632254839
Africa Eastern and Southern,AFE,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1,,,,,,,,,,5.662784282,5.802332288,5.405845279,5.990348553,6.097524619,5.935174717,5.925775369,5.939415188,5.864043606,6.396724575,6.420424652,6.327228489,6.152465954,6.206766396,5.84442822,6.137658511,6.053680987,5.950949607,5.81668423,5.80106686,5.862954353,
Africa Eastern and Southern,AFE,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1,7.837951136,7.991724772,7.980381768,7.841372465,7.562129535,7.444471103,7.385646719,7.444838003,7.516038038,7.470910907,7.347151318,7.30809988,7.264898544,7.063270066,6.878496998,6.802394227,6.746265679,6.736798063,6.859294436,7.275363904,7.149301206,6.98489436,6.904383036,6.884500416,6.983064052,7.152156937,7.274298271,7.237562582,7.426776832,7.910290511,8.303938952
Africa Western and Central,AFW,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1,837652709.3,1214631404,1757936796,2389930551,945428066.2,1182474450,1622432325,1897977339,2391058452,2560094805,3224338688,4408519415,5262166818,4653748700,9278129442,9202356526,13030657207,16317443290,18159745851,18874323023,24501138032,20912687292,19157553412,16598028197,15643172769,13937041742,17662420840,15492839383,12452736452,11404268051,16991587241
Africa Western and Central,AFW,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1,0.652222424,1.006047755,1.424373233,1.793133948,0.460278166,0.506332525,0.516607827,0.58260247,1.564686241,1.826906484,2.185626053,2.496492093,2.573752761,1.836133989,2.992262129,2.323375368,2.798516826,2.873530722,3.571290554,3.18955562,3.591615018,2.834698047,2.296801593,1.85555454,2.033526739,2.013688927,2.576085261,2.016881352,1.512345404,1.449150242,2.011011182
Africa Western and Central,AFW,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1,,,,,,753043132.1,,,,,,,2295047597,3733853391,16203004233,18835311358,20442393705,22152137194,21231110340,23087489798,26779503301,26833498601,27153504891,28081876473,30300091159,27517381846,30683482911,33538520614,33868132290,28182443009,31067368714
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1,1.741887859,-0.062999006,0.553455724,31.84101684,10.56328867,4.914239726,3.997141704,4.471125439,0.37226617,2.530775167,4.36152914,3.188693302,1.760904101,0.694336306,5.631633514,4.415899842,3.60736768,8.452976233,3.282440376,1.784844205,4.018699075,4.578374635,2.439200761,1.768435821,2.130817381,1.487415508,1.764634952,1.784049948,1.760111512,2.437608822,3.653532872
Africa Western and Central,AFW,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1,,,,,,,,,,,,,,,,,0.151699395,,,,,,,,,,,,,,
Africa Western and Central,AFW,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,1,1.27939E+11,1.22576E+11,1.27981E+11,1.33143E+11,2.05687E+11,2.61262E+11,2.74377E+11,2.9495E+11,1.37292E+11,1.40133E+11,1.47525E+11,1.76589E+11,2.04455E+11,2.53454E+11,3.10071E+11,3.96E+11,4.65627E+11,5.67853E+11,5.08493E+11,5.99E+11,6.82176E+11,7.3774E+11,8.34097E+11,8.94505E+11,7.69263E+11,6.92115E+11,6.8563E+11,7.68158E+11,8.23406E+11,7.86962E+11,8.44928E+11
Africa Western and Central,AFW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1,1.109775647,2.689938933,-1.206116126,-0.271454262,1.931597615,4.639763745,4.258150797,3.481741098,1.420224004,3.731448802,5.203518213,9.918280892,5.53557456,7.996553747,5.824941337,5.374564255,5.52431402,6.279591728,6.284120752,6.969282599,4.848813839,5.136468595,6.107012773,5.926265571,2.813543412,0.142091829,2.286269536,2.838828802,3.200918667,-0.938161715,3.976317465
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,1,602.9942894,562.3624643,571.8827814,579.701872,872.0673269,1078.702831,1103.186661,1154.479523,523.2242355,519.7573953,532.2725758,619.7126518,697.8512357,841.2973523,1000.793722,1243.173889,1421.272934,1685.556069,1467.615875,1679.88783,1861.381068,1957.917784,2154.150832,2248.316255,1882.264038,1648.762676,1590.277754,1735.374911,1812.446822,1688.075575,1766.943618
Africa Western and Central,AFW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1,1239.982708,1239.49408,1192.683442,1158.958185,1150.362622,1172.232976,1190.145078,1198.94819,1183.935204,1195.248588,1223.198253,1307.751672,1342.336591,1409.799086,1450.70156,1486.559491,1525.533378,1576.665047,1629.403734,1694.720655,1727.676025,1766.722297,1824.233852,1880.612219,1882.264038,1835.149891,1827.645416,1830.66434,1840.776688,1777.026501,1801.331655
Africa Western and Central,AFW,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1,-1.479701148,-0.039406073,-3.776592295,-2.827678776,-0.741662937,1.901170388,1.528032652,0.739667082,-1.252179673,0.955574606,2.338397658,6.912486904,2.644609013,5.025750998,2.901298109,2.471764856,2.621750875,3.351724046,3.344951874,4.008639501,1.944590083,2.260045937,3.255268521,3.090523041,0.087834074,-2.503057273,-0.408929811,0.165181058,0.552386828,-3.463222217,1.367742877
Africa Western and Central,AFW,Gross savings (% of GDP),NY.GNS.ICTR.ZS,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,1,,,,,,,,,2.514170051,2.565020084,2.42614007,2.580104947,2.447590113,2.427605033,2.656599998,2.558520079,2.737470031,2.498270035,2.907900095,3.014410019,2.772005081,2.881599903,3.029710054,2.914229989,3.195421457,2.899100065,3.535589933,3.071542978,3.100235343,3.403950334,3.282970428
Africa Western and Central,AFW,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,1,,,,,,,,,,3.758450316,3.75479404,3.368898992,4.650321122,4.458428034,4.257549774,4.123551713,3.893575474,3.719974327,3.769816087,3.508053832,3.538431006,3.49743655,3.613315517,3.595351234,3.819805044,3.806387341,3.780061505,3.393549581,3.344857606,3.83483318,
Africa Western and Central,AFW,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1,4.325942352,4.445919274,4.590287102,4.62285417,4.611334759,4.514581494,4.470926934,4.482158233,4.709653173,4.767678866,4.692619302,4.470716103,4.372864352,4.306412643,4.335384372,4.218898665,4.195954767,4.211853979,4.252491146,4.225754623,4.201854899,4.159264285,3.816216105,3.932125352,4.197575565,4.164129809,4.238482072,4.266694974,4.277482762,4.737500864,4.585014202
Albania,ALB,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1,,20000000,58000000,53000000,70000000,90100000,47500000,45010000,41200000,143000000,207300000,135000000,178036400.7,341285112.5,262479012.6,325138316.8,652275603.7,1247181714,1345415234,1089898208,1048706682,917994575.8,1254150556,1149927986,989578334.8,1044389555,1022757857,1204383364,1201022154,1069744880,1218586452
Albania,ALB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,1,,3.066661599,4.893212106,2.817723791,2.925485967,2.815941076,2.103152805,1.767895793,1.282641334,4.108775955,5.285432754,3.104827074,3.172708178,4.750174509,3.259767692,3.654851343,6.108979662,9.682070855,11.17064325,9.138131244,8.135336135,7.451354955,9.816284582,8.693038722,8.690533943,8.805091978,7.855448267,7.9463557,7.797920484,7.055092209,6.796140804
Albania,ALB,"Personal transfers, receipts (BoP, current US$)",BX.TRF.PWKR.CD,1,,150000000,274800000,264700000,384600000,499600000,266900000,452270000,356600000,530800000,614900000,643430000,778114262.3,1028347573,1160733884,1175553650,1304560000,1595868926,1490527337,1355123515,1358916108,1267570515,1030408967,1089767187,991295197,996202980.9,988180543.1,1093945348,1104611730,1185519864,1345091509
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1,,226.0054213,85.00475124,22.56505269,7.793218538,12.72547781,33.18027438,20.64285887,0.389437654,0.050018136,3.10758827,7.770525834,0.484002612,2.280019169,2.366581957,2.370728319,2.932682482,3.320870904,2.266922095,3.626046956,3.429123247,2.031592684,1.937620802,1.625865044,1.896174026,1.275431684,1.986661332,2.028059631,1.41109079,1.620886617,2.041471631
Albania,ALB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,1,,,,,,,,,,,,,,,,,0.087569997,0.154119998,,,,,,,,,,,,,
Albania,ALB,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,1,,,,,35.75690391,37.48106496,53.10782497,55.56570386,,,,,,,,,,,,,69.63767392,63.66915264,70.58076979,73.32022748,79.86441815,80.73558197,75.88872782,64.57038142,75.69848825,83.88749454,82.38361129
Albania,ALB,"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,1,,,,,21.48254589,14.12391471,16.02495563,23.15194051,,,,23.98073956,24.24588912,24.55080199,,,,,,,23.90031939,23.05071012,22.30494951,24.5250981,24.7381502,24.27857375,25.73312879,25.47746732,25.14138588,23.82403651,25.18865625
Albania,ALB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1,7.484818725,12.49959149,15.97882981,11.98369435,12.6408295,11.62033323,10.19712728,11.46716626,16.84176296,20.11528555,21.33341083,20.94561617,20.84738645,22.21756076,23.01299115,25.20960773,28.24786542,25.30241812,25.24074861,27.97943524,29.24153714,28.93748776,28.91631514,28.21300146,27.26739115,28.97789918,31.56979831,31.57195441,31.30426989,22.65778961,31.30916076
Albania,ALB,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1,7.603111096,5.656684102,13.67613745,18.8965849,21.27851346,21.79445147,20.11538554,21.48869164,23.54310699,31.90659199,36.72931712,36.05552225,35.89389705,37.79569067,37.91985083,38.07024698,36.38474182,33.94929748,32.70891029,28.42847186,29.36623267,26.48867694,26.07955762,24.15867355,24.41349028,24.36793122,24.57650336,23.86262697,22.31329842,22.64950604,24.35361461
Albania,ALB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1,7.603111096,5.656684102,13.67613745,18.8965849,21.27851346,18.06379072,16.65950852,19.74260227,19.73469208,30.79625857,34.98866978,35.26406156,33.8968628,34.19674618,36.86967568,35.69751872,34.46197003,35.77842388,34.55784589,30.30866982,31.41358148,28.32854996,28.05249646,25.67469263,25.8190485,25.22382594,25.05253803,23.91020539,23.01259551,22.96503001,24.81229514
Albania,ALB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1,28.58570134,96.28588075,64.53950296,41.11889039,34.96976538,33.27511148,35.22842897,36.67036856,34.16926739,43.33878759,45.1576132,47.57945205,46.17317459,44.82962655,47.85935563,49.05748251,54.95421469,52.14933338,49.85416579,48.563955,51.97703179,47.57271286,46.95739871,47.19484414,44.53361519,45.83196365,46.62445122,45.23622971,44.97492476,37.17193982,44.70882135
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,1,1099559028,652174990.8,1185315468,1880950864,2392764853,3199640815,2258513974,2545964541,3212121651,3480355258,3922100794,4348068242,5611496257,7184685782,8052077248,8896075005,10677324853,12881352894,12044205550,11926926616,12890760315,12319834195,12776224497,13228147516,11386853113,11861199831,13019726212,15156424015,15401826127,15162734205,17930565119
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1,-28.00214166,-7.187110915,9.559411685,8.302866597,13.32233332,9.099999436,-10.91998408,8.829423758,12.89080364,6.946216592,8.293312631,4.53652416,5.528637465,5.514667911,5.526424247,5.902659036,5.983259519,7.50004143,3.35428935,3.706938153,2.545406145,1.4172428,1.002017541,1.774448853,2.218726375,3.314980684,3.80259872,4.019345617,2.087711996,-3.302082039,8.908527818
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,1,336.5869945,200.8522198,367.2792251,586.4161351,750.6044492,1009.977111,717.3800477,813.7893966,1033.242532,1126.68334,1281.659826,1425.124219,1846.120121,2373.581292,2673.787816,2972.743621,3595.038295,4370.539716,4114.134033,4094.349686,4437.141161,4247.631343,4413.063383,4578.633208,3952.803574,4124.05539,4531.032207,5287.660801,5396.214243,5343.037704,6377.203096
Albania,ALB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1,1163.491598,1086.438771,1197.580908,1305.001061,1488.020881,1633.552,1464.297963,1603.64765,1821.873131,1960.88246,2143.526839,2247.49808,2380.644621,2522.449374,2675.508637,2851.367759,3044.896617,3298.478908,3432.170872,3577.114325,3678.047701,3736.34008,3780.699193,3855.760744,3952.803574,4090.372728,4249.820049,4431.555595,4543.38771,4418.660874,4857.111942
Albania,ALB,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1,-27.56682084,-6.622551212,10.22994935,8.969761659,14.02449593,9.780179879,-10.36110497,9.516484438,13.60806912,7.630022439,9.314397139,4.850475334,5.924211542,5.956569596,6.067882439,6.572922982,6.787228936,8.328108423,4.053139864,4.223083827,2.821642455,1.584872815,1.187234353,1.985388092,2.516827054,3.480293217,3.898112267,4.276311551,2.523540843,-2.745238678,9.922713708
